department;municipality;dane code;dane code dept;longitude;latitude;node;region
CAQUETA;PUERTO RICO;18592;18;-75,157604;1,909063;Con Nodo;Región2
SANTANDER;BUCARAMANGA;68001;68;-73,132562;7,11647;Con Nodo;Región1
HUILA;NEIVA;41001;41;-75,277327;2,935432;Con Nodo;Región1
NARIÑO;PASTO;52001;52;-77,278795;1,212352;Con Nodo;Región1
CASANARE;YOPAL;85001;85;-72,396132;5,327102;Con Nodo;Región1
BOGOTA. D.C.;BOGOTA. D.C.;11001;11;-74,106992;4,649251;Con Nodo;Región1
CAUCA;POPAYAN;19001;19;-76,599377;2,459641;Con Nodo;Región1
ARAUCA;TAME;81794;81;-71,754427;6,453324;Con Nodo;Región3
BOYACA;TUNJA;15001;15;-73,355539;5,53988;Con Nodo;Región1
META;VILLAVICENCIO;50001;50;-73,622601;4,126369;Con Nodo;Región1
NORTE DE SANTANDER;CUCUTA;54001;54;-72,508178;7,905725;Con Nodo;Región1
BOYACA;CHIQUINQUIRA;15176;15;-73,818745;5,61379;Con Nodo;Región1
NORTE DE SANTANDER;OCAÑA;54498;54;-73,35607;8,248574;Sin Nodo;Región1
NORTE DE SANTANDER;PAMPLONA;54518;54;-72,647714;7,372802;Con Nodo;Región1
CAQUETA;SAN JOSE DEL FRAGUA;18610;18;-75,973796;1,330266;Con Nodo;Región2
RISARALDA;LA VIRGINIA;66400;66;-75,880394;4,896624;Con Nodo;Región1
CALDAS;VICTORIA;17867;17;-74,911239;5,317437;Con Nodo;Región1
BOYACA;GACHANTIVA;15293;15;-73,549092;5,751891;Con Nodo;Región3
CUNDINAMARCA;PAIME;25518;25;-74,152213;5,370487;Con Nodo;Región3
CUNDINAMARCA;VILLAGOMEZ;25871;25;-74,195145;5,273024;Con Nodo;Región1
CUNDINAMARCA;YACOPI;25885;25;-74,33806;5,459272;Con Nodo;Región1
RISARALDA;PUEBLO RICO;66572;66;-76,030801;5,222043;Con Nodo;Región2
CUNDINAMARCA;LA PEÑA;25398;25;-74,394105;5,198945;Con Nodo;Región3
CUNDINAMARCA;TOPAIPI;25823;25;-74,300626;5,336224;Con Nodo;Región1
SANTANDER;ARATOCA;68051;68;-73,01786;6,694418;Con Nodo;Región2
QUINDIO;SALENTO;63690;63;-75,570844;4,637157;Con Nodo;Región1
NARIÑO;SAN ANDRES DE TUMACO;52835;52;-78,764073;1,807399;Con Nodo;Región2
CUNDINAMARCA;SAN ANTONIO DEL TEQUENDAMA;25645;25;-74,351443;4,616138;Con Nodo;Región2
CHOCO;ATRATO;27050;27;-76,635674;5,531419;Con Nodo;Región3
SANTANDER;CIMITARRA;68190;68;-73,953011;6,320886;Con Nodo;Región1
META;SAN MARTIN;50689;50;-73,695812;3,701899;Con Nodo;Región2
NARIÑO;BARBACOAS;52079;52;-78,13765;1,671733;Con Nodo;Región3
BOYACA;SOCHA;15757;15;-72,691963;5,996717;Con Nodo;Región2
CALDAS;MANIZALES;17001;17;-75,491025;5,057657;Con Nodo;Región1
NORTE DE SANTANDER;RAGONVALIA;54599;54;-72,476708;7,577861;Con Nodo;Región3
NORTE DE SANTANDER;SARDINATA;54720;54;-72,800577;8,082105;Sin Nodo;Región2
TOLIMA;ALPUJARRA;73024;73;-74,9329;3,391548;Con Nodo;Región3
CHOCO;ISTMINA;27361;27;-76,68518;5,153946;Con Nodo;Región3
RISARALDA;PEREIRA;66001;66;-75,719711;4,804985;Con Nodo;Región1
NORTE DE SANTANDER;EL TARRA;54250;54;-73,09614;8,574281;Con Nodo;Región3
NORTE DE SANTANDER;BUCARASICA;54109;54;-72,868231;8,041299;Con Nodo;Región3
NORTE DE SANTANDER;CONVENCION;54206;54;-73,3372;8,470374;Con Nodo;Región2
NORTE DE SANTANDER;TEORAMA;54800;54;-73,28707;8,438134;Con Nodo;Región3
NORTE DE SANTANDER;ARBOLEDAS;54051;54;-72,798952;7,642985;Con Nodo;Región3
TOLIMA;CHAPARRAL;73168;73;-75,480765;3,722918;Con Nodo;Región2
PUTUMAYO;MOCOA;86001;86;-76,654238;1,151172;Con Nodo;Región1
CHOCO;QUIBDO;27001;27;-76,638144;5,682166;Con Nodo;Región1
META;GRANADA;50313;50;-73,705815;3,547147;Con Nodo;Región1
META;ACACIAS;50006;50;-73,766034;3,990413;Con Nodo;Región2
GUAVIARE;SAN JOSE DEL GUAVIARE;95001;95;-72,639254;2,565932;Con Nodo;Región2
CAQUETA;CARTAGENA DEL CHAIRA;18150;18;-74,847867;1,332371;Con Nodo;Región1
CAQUETA;MILAN;18460;18;-75,506926;1,29021;Con Nodo;Región2
CASANARE;MANI;85139;85;-72,281384;4,81681;Con Nodo;Región3
CAQUETA;SOLANO;18756;18;-75,253702;0,699077;Con Nodo;Por Proyecto
HUILA;NATAGA;41483;41;-75,808756;2,5451;Con Nodo;Región1
HUILA;YAGUARA;41885;41;-75,518023;2,664694;Con Nodo;Región1
VALLE DEL CAUCA;JAMUNDI;76364;76;-76,538472;3,258751;Con Nodo;Región1
NARIÑO;TAMINANGO;52786;52;-77,2808;1,570358;Con Nodo;Región1
TOLIMA;LIBANO;73411;73;-75,061959;4,92042;Con Nodo;Región1
CAQUETA;FLORENCIA;18001;18;-75,609831;1,618196;Con Nodo;Región1
CALDAS;PALESTINA;17524;17;-75,624577;5,017879;Con Nodo;Región1
RISARALDA;SANTUARIO;66687;66;-75,964628;5,074911;Con Nodo;Región1
RISARALDA;MARSELLA;66440;66;-75,73879;4,935771;Con Nodo;Región1
BOLIVAR;CALAMAR;13140;13;-74,916144;10,250431;Con Nodo;Región1
BOYACA;SAMACA;15646;15;-73,485589;5,492161;Con Nodo;Región2
PUTUMAYO;PUERTO ASIS;86568;86;-76,496887;0,505627;Con Nodo;Región2
ARAUCA;ARAUCA;81001;81;-70,747408;7,072726;Con Nodo;Región1
TOLIMA;VENADILLO;73861;73;-74,929333;4,717878;Con Nodo;Región2
SANTANDER;VELEZ;68861;68;-73,672447;6,009275;Con Nodo;Región1
BOYACA;SANTANA;15686;15;-73,481639;6,056866;Con Nodo;Región1
NORTE DE SANTANDER;BOCHALEMA;54099;54;-72,64701;7,612192;Con Nodo;Región2
CUNDINAMARCA;SAN FRANCISCO;25658;25;-74,289672;4,972917;Con Nodo;Región1
CUNDINAMARCA;GUAYABETAL;25335;25;-73,815107;4,215306;Con Nodo;Región1
CUNDINAMARCA;TENA;25797;25;-74,389193;4,655286;Con Nodo;Región1
VALLE DEL CAUCA;DAGUA;76233;76;-76,68886;3,657318;Con Nodo;Región1
BOYACA;GUATEQUE;15322;15;-73,471207;5,007321;Con Nodo;Región1
CAUCA;MIRANDA;19455;19;-76,228722;3,254651;Con Nodo;Región2
ANTIOQUIA;YONDO;5893;5;-73,912445;7,00396;Con Nodo;Región2
VALLE DEL CAUCA;FLORIDA;76275;76;-76,234199;3,324118;Con Nodo;Región1
CALDAS;VILLAMARIA;17873;17;-75,502487;5,038925;Con Nodo;Región1
BOLIVAR;CORDOBA;13212;13;-74,827399;9,586942;Sin Nodo;Región1
CUNDINAMARCA;LA CALERA;25377;25;-73,968161;4,721104;Con Nodo;Región1
ANTIOQUIA;SAN VICENTE;5674;5;-75,332616;6,282164;Con Nodo;Región1
SANTANDER;PUENTE NACIONAL;68572;68;-73,677567;5,878381;Con Nodo;Región2
CUNDINAMARCA;FOMEQUE;25279;25;-73,892523;4,485474;Con Nodo;Región1
CUNDINAMARCA;QUETAME;25594;25;-73,863214;4,329884;Con Nodo;Región1
HUILA;LA PLATA;41396;41;-75,891254;2,389263;Con Nodo;Región1
HUILA;TERUEL;41801;41;-75,567034;2,740968;Con Nodo;Región1
HUILA;PALESTINA;41530;41;-76,133251;1,723725;Con Nodo;Región2
BOYACA;SABOYA;15632;15;-73,764456;5,697756;Con Nodo;Región3
SANTANDER;BARBOSA;68077;68;-73,615965;5,932531;Sin Nodo;Región1
CASANARE;OROCUE;85230;85;-71,338533;4,790258;Con Nodo;Región1
NORTE DE SANTANDER;HERRAN;54347;54;-72,483519;7,506541;Con Nodo;Región3
CASANARE;PAZ DE ARIPORO;85250;85;-71,890348;5,879827;Con Nodo;Región2
SANTANDER;CALIFORNIA;68132;68;-72,946491;7,347989;Con Nodo;Región3
SANTANDER;TONA;68820;68;-72,967023;7,201417;Con Nodo;Región3
BOYACA;GUAYATA;15325;15;-73,489698;4,967122;Con Nodo;Región2
CUNDINAMARCA;MACHETA;25426;25;-73,608226;5,08007;Con Nodo;Región1
SANTANDER;VILLANUEVA;68872;68;-73,174307;6,670078;Con Nodo;Región2
NORTE DE SANTANDER;CHITAGA;54174;54;-72,665468;7,138187;Con Nodo;Región2
NORTE DE SANTANDER;GRAMALOTE;54313;54;-72,787233;7,916946;Con Nodo;Región1
NORTE DE SANTANDER;MUTISCUA;54480;54;-72,747169;7,300469;Con Nodo;Región3
NORTE DE SANTANDER;LA ESPERANZA;54385;54;-73,328126;7,639839;Con Nodo;Región1
NORTE DE SANTANDER;SALAZAR;54660;54;-72,813064;7,773683;Con Nodo;Región1
NORTE DE SANTANDER;LOURDES;54418;54;-72,832376;7,945631;Con Nodo;Región2
NORTE DE SANTANDER;SILOS;54743;54;-72,757128;7,204736;Con Nodo;Región3
NORTE DE SANTANDER;PAMPLONITA;54520;54;-72,639111;7,436745;Con Nodo;Región1
NORTE DE SANTANDER;CACOTA;54125;54;-72,642059;7,268705;Con Nodo;Región3
NORTE DE SANTANDER;LABATECA;54377;54;-72,495983;7,298414;Con Nodo;Región3
CUNDINAMARCA;PUERTO SALGAR;25572;25;-74,653695;5,465413;Tx con Terceros;Región1
CAQUETA;EL PAUJIL;18256;18;-75,326093;1,570226;Con Nodo;Región3
TOLIMA;ALVARADO;73026;73;-74,953418;4,567356;Con Nodo;Región2
BOYACA;BRICEÑO;15106;15;-73,92326;5,690879;Con Nodo;Región2
BOYACA;PAUNA;15531;15;-73,978449;5,656323;Con Nodo;Región1
BOYACA;BUENAVISTA;15109;15;-73,94217;5,512594;Con Nodo;Región1
BOYACA;MARIPI;15442;15;-74,00405;5,550091;Con Nodo;Región2
BOYACA;OTANCHE;15507;15;-74,180965;5,657536;Con Nodo;Región2
CAQUETA;SAN VICENTE DEL CAGUAN;18753;18;-74,767894;2,119413;Con Nodo;Región2
CAUCA;MORALES;19473;19;-76,629106;2,754684;Con Nodo;Región3
BOYACA;SOGAMOSO;15759;15;-72,924355;5,723976;Con Nodo;Región1
BOYACA;CUBARA;15223;15;-72,107939;6,997275;Con Nodo;Región2
NORTE DE SANTANDER;SAN CALIXTO;54670;54;-73,208622;8,40214;Con Nodo;Región3
NORTE DE SANTANDER;EL CARMEN;54245;54;-73,446687;8,510579;Con Nodo;Región2
ANTIOQUIA;BELLO;5088;5;-75,555245;6,333587;Sin Nodo;Región1
ANTIOQUIA;MEDELLIN;5001;5;-75,581775;6,246631;Con Nodo;Región1
BOYACA;DUITAMA;15238;15;-73,03063;5,822964;Con Nodo;Región1
CESAR;AGUACHICA;20011;20;-73,614027;8,306811;Sin Nodo;Región1
CORDOBA;SAHAGUN;23660;23;-75,445834;8,943048;Sin Nodo;Región1
CUNDINAMARCA;FACATATIVA;25269;25;-74,350085;4,813353;Sin Nodo;Región1
CUNDINAMARCA;FUSAGASUGA;25290;25;-74,37543;4,336723;Sin Nodo;Región1
CUNDINAMARCA;GIRARDOT;25307;25;-74,798201;4,313069;Sin Nodo;Región1
CUNDINAMARCA;SOACHA;25754;25;-74,215463;4,579268;Con Nodo;Región1
HUILA;PITALITO;41551;41;-76,049441;1,852631;Con Nodo;Región1
QUINDIO;ARMENIA;63001;63;-75,680786;4,53598;Con Nodo;Región1
SANTANDER;FLORIDABLANCA;68276;68;-73,099104;7,072329;Con Nodo;Región1
SANTANDER;SAN GIL;68679;68;-73,134776;6,551952;Con Nodo;Región1
TOLIMA;ESPINAL;73268;73;-74,885446;4,151314;Con Nodo;Región1
VALLE DEL CAUCA;GUADALAJARA DE BUGA;76111;76;-76,298979;3,900736;Con Nodo;Región1
VALLE DEL CAUCA;PALMIRA;76520;76;-76,298846;3,531544;Sin Nodo;Región1
VALLE DEL CAUCA;TULUA;76834;76;-76,197731;4,085399;Con Nodo;Región1
META;GUAMAL;50318;50;-73,768815;3,879657;Con Nodo;Región1
CAUCA;BALBOA;19075;19;-77,215773;2,040998;Con Nodo;Región2
CAUCA;CAJIBIO;19130;19;-76,570682;2,623371;Con Nodo;Región2
CAUCA;MERCADERES;19450;19;-77,164319;1,789193;Con Nodo;Región2
META;PUERTO LOPEZ;50573;50;-72,957324;4,09349;Con Nodo;Región2
GUAVIARE;EL RETORNO;95025;95;-72,627304;2,330164;Con Nodo;Región2
GUAVIARE;CALAMAR;95015;95;-72,655197;1,960982;Con Nodo;Región2
CAQUETA;BELEN DE LOS ANDAQUIES;18094;18;-75,872405;1,415812;Con Nodo;Región2
CALDAS;RISARALDA;17616;17;-75,76722;5,164509;Con Nodo;Región1
CALDAS;MARULANDA;17446;17;-75,259721;5,284304;Con Nodo;Región3
NARIÑO;PROVIDENCIA;52565;52;-77,596794;1,237814;Con Nodo;Región1
NARIÑO;SAN BERNARDO;52685;52;-77,0475;1,513762;Con Nodo;Región1
NARIÑO;BELEN;52083;52;-77,015619;1,595681;Con Nodo;Región1
CHOCO;TADO;27787;27;-76,558571;5,264873;Con Nodo;Región2
SANTANDER;FLORIAN;68271;68;-73,97143;5,804659;Con Nodo;Región2
CASANARE;MONTERREY;85162;85;-72,894065;4,877017;Con Nodo;Región1
NARIÑO;LLORENTE (Tumaco);52835031;52;-78,764073;1,807399;Con Nodo;Región2
PUTUMAYO;SIBUNDOY;86749;86;-76,917814;1,20026;Con Nodo;Región2
CHOCO;MEDIO BAUDO;27430;27;-76,950891;5,192471;Con Nodo;Región3
ANTIOQUIA;NARIÑO;5483;5;-75,176262;5,610777;Con Nodo;Región1
TOLIMA;PLANADAS;73555;73;-75,644163;3,197911;Con Nodo;Región2
META;PUERTO CONCORDIA;50450;50;-72,760209;2,624006;Con Nodo;Región3
SANTANDER;PUERTO PARRA;68573;68;-74,056129;6,650785;Con Nodo;Región1
BOYACA;PAIPA;15516;15;-73,11782;5,779894;Sin Nodo;Región1
BOYACA;SOCOTA;15755;15;-72,636653;6,041162;Con Nodo;Región2
NARIÑO;CUMBAL;52227;52;-77,792505;0,906367;Con Nodo;Región1
TOLIMA;RIOBLANCO;73616;73;-75,644069;3,529932;Con Nodo;Región3
NARIÑO;RICAURTE;52612;52;-77,995153;1,212492;Con Nodo;Región1
ANTIOQUIA;ABEJORRAL;5002;5;-75,428739;5,789315;Con Nodo;Región2
BOLIVAR;SAN PABLO;13670;13;-73,924602;7,476747;Sin Nodo;Región2
CAQUETA;CURILLO;18205;18;-75,919205;1,033473;Con Nodo;Región2
TOLIMA;ROVIRA;73624;73;-75,240648;4,239019;Con Nodo;Región2
BOYACA;MUZO;15480;15;-74,10269;5,532758;Con Nodo;Región3
CHOCO;UNION PANAMERICANA;27810;27;-76,630143;5,281108;Con Nodo;Región3
CHOCO;CONDOTO;27205;27;-76,650683;5,091003;Con Nodo;Región3
CUNDINAMARCA;RICAURTE;25612;25;-74,772861;4,282113;Con Nodo;Región1
BOYACA;AQUITANIA;15047;15;-72,88399;5,518602;Con Nodo;Región1
CASANARE;AGUAZUL;85010;85;-72,546838;5,172641;Con Nodo;Región1
AMAZONAS;LETICIA;91001;91;-69,941721;-4,19895;Sin Nodo;Región1
ANTIOQUIA;CAREPA;5147;5;-76,652652;7,755148;Sin Nodo;Región1
ANTIOQUIA;EL CARMEN DE VIBORAL;5148;5;-75,333901;6,082885;Sin Nodo;Región1
ANTIOQUIA;ITAGUI;5360;5;-75,612056;6,175079;Sin Nodo;Región1
ANTIOQUIA;LA CEJA;5376;5;-75,429433;6,028062;Sin Nodo;Región1
ANTIOQUIA;APARTADO;5045;5;-76,625279;7,882968;Sin Nodo;Región1
ANTIOQUIA;ARBOLETES;5051;5;-76,426708;8,849317;Sin Nodo;Región1
ANTIOQUIA;CAUCASIA;5154;5;-75,197996;7,977278;Tx con Terceros;Región1
ANTIOQUIA;CHIGORODO;5172;5;-76,681531;7,666147;Sin Nodo;Región1
ANTIOQUIA;NECOCLI;5490;5;-76,787271;8,434526;Sin Nodo;Región1
ANTIOQUIA;PUERTO BERRIO;5579;5;-74,410016;6,487028;Sin Nodo;Región1
ANTIOQUIA;RIONEGRO;5615;5;-75,377316;6,147148;Con Nodo;Región1
ANTIOQUIA;SAN PEDRO;5664;5;-75,556743;6,46012;Tx con Terceros;Región1
ANTIOQUIA;SANTAFE DE ANTIOQUIA;5042;5;-75,826648;6,556484;Sin Nodo;Región1
ANTIOQUIA;TURBO;5837;5;-76,728858;8,089929;Sin Nodo;Región1
ARAUCA;ARAUQUITA;81065;81;-71,426733;7,02702;Con Nodo;Región1
ARAUCA;FORTUL;81300;81;-71,76877;6,796695;Con Nodo;Región2
ARAUCA;SARAVENA;81736;81;-71,872812;6,953926;Con Nodo;Región1
ATLANTICO;BARANOA;8078;8;-74,916077;10,79445;Sin Nodo;Región1
ATLANTICO;MALAMBO;8433;8;-74,776923;10,857086;Sin Nodo;Región1
ATLANTICO;PALMAR DE VARELA;8520;8;-74,754765;10,738591;Sin Nodo;Región1
ATLANTICO;SABANALARGA;8638;8;-74,921256;10,632091;Sin Nodo;Región1
ATLANTICO;SOLEDAD;8758;8;-74,786054;10,909921;Sin Nodo;Región1
ATLANTICO;BARRANQUILLA;8001;8;-74,815546;10,977961;Sin Nodo;Región1
BOLIVAR;ARJONA;13052;13;-75,344332;10,25666;Con Nodo;Región1
BOLIVAR;CARTAGENA;13001;13;-75,496269;10,385126;Con Nodo;Región1
BOLIVAR;SAN MARTIN DE LOBA;13667;13;-74,039134;8,937485;Sin Nodo;Región1
BOLIVAR;SANTA ROSA DEL SUR;13688;13;-74,052243;7,963938;Con Nodo;Región1
BOLIVAR;TURBACO;13836;13;-75,427249;10,348316;Sin Nodo;Región1
BOYACA;PUERTO BOYACA;15572;15;-74,587782;5,976646;Tx con Terceros;Región1
CALDAS;CHINCHINA;17174;17;-75,607529;4,985227;Sin Nodo;Región1
CALDAS;LA DORADA;17380;17;-74,668819;5,460834;Con Nodo;Región1
CALDAS;RIOSUCIO;17614;17;-75,702104;5,423673;Con Nodo;Región1
CALDAS;SALAMINA;17653;17;-75,487223;5,403025;Con Nodo;Región1
CASANARE;TRINIDAD;85430;85;-71,662812;5,412178;Con Nodo;Región3
CASANARE;VILLANUEVA;85440;85;-72,927797;4,61035;Con Nodo;Región1
CAUCA;PUERTO TEJADA;19573;19;-76,417673;3,233254;Con Nodo;Región1
CAUCA;SANTANDER DE QUILICHAO;19698;19;-76,485141;3,015008;Con Nodo;Región1
CESAR;CHIMICHAGUA;20175;20;-73,813278;9,25875;Con Nodo;Región1
CESAR;AGUSTIN CODAZZI;20013;20;-73,238389;10,040454;Con Nodo;Región1
CESAR;LA PAZ;20621;20;-73,171365;10,387552;Con Nodo;Región1
CESAR;SAN ALBERTO;20710;20;-73,393889;7,76111;Sin Nodo;Región1
CESAR;VALLEDUPAR;20001;20;-73,259398;10,460472;Con Nodo;Región1
CORDOBA;AYAPEL;23068;23;-75,146048;8,313838;Con Nodo;Región1
CORDOBA;BUENAVISTA;23079;23;-75,480897;8,221187;Con Nodo;Región1
CORDOBA;CERETE;23162;23;-75,796093;8,888532;Sin Nodo;Región1
CORDOBA;CHIMA;23168;23;-75,626886;9,149698;Con Nodo;Región1
CORDOBA;CIENAGA DE ORO;23189;23;-75,620807;8,875794;Sin Nodo;Región1
CORDOBA;LORICA;23417;23;-75,816084;9,240789;Sin Nodo;Región1
CORDOBA;MOMIL;23464;23;-75,67796;9,240707;Con Nodo;Región1
CORDOBA;MONTELIBANO;23466;23;-75,416818;7,973777;Sin Nodo;Región1
CORDOBA;MONTERIA;23001;23;-75,873096;8,759789;Con Nodo;Región1
CORDOBA;MOÑITOS;23500;23;-76,1291;9,245223;Con Nodo;Región1
CORDOBA;PUERTO LIBERTADOR;23580;23;-75,671761;7,888859;Con Nodo;Región1
CORDOBA;SAN ANTERO;23672;23;-75,76112;9,376434;Sin Nodo;Región1
CORDOBA;SAN PELAYO;23686;23;-75,835615;8,958436;Sin Nodo;Región1
CORDOBA;VALENCIA;23855;23;-76,150756;8,255016;Con Nodo;Región1
CORDOBA;PLANETA RICA;23555;23;-75,583241;8,4082;Sin Nodo;Región1
CORDOBA;TIERRALTA;23807;23;-76,059797;8,170612;Sin Nodo;Región1
CUNDINAMARCA;CAJICA;25126;25;-74,02298;4,920009;Sin Nodo;Región1
CUNDINAMARCA;CHIA;25175;25;-74,05;4,866508;Con Nodo;Región1
CUNDINAMARCA;FUNZA;25286;25;-74,201528;4,710412;Sin Nodo;Región1
CUNDINAMARCA;MADRID;25430;25;-74,265854;4,732791;Sin Nodo;Región1
CUNDINAMARCA;MOSQUERA;25473;25;-74,221154;4,70653;Con Nodo;Región1
CUNDINAMARCA;VILLA DE SAN DIEGO DE UBATE;25843;25;-73,814367;5,307463;Con Nodo;Región1
CUNDINAMARCA;VILLETA;25875;25;-74,469686;5,012754;Sin Nodo;Región1
CUNDINAMARCA;ZIPAQUIRA;25899;25;-73,994444;5,025477;Con Nodo;Región1
GUAINIA;INIRIDA;94001;94;-67,918613;3,866764;Sin Nodo;Región1
LA GUAJIRA;MAICAO;44430;44;-72,242738;11,378535;Sin Nodo;Región1
LA GUAJIRA;RIOHACHA;44001;44;-72,911795;11,528588;Tx con Terceros;Región1
LA GUAJIRA;SAN JUAN DEL CESAR;44650;44;-73,000629;10,769546;Con Nodo;Región1
HUILA;CAMPOALEGRE;41132;41;-75,325748;2,686767;Con Nodo;Región1
HUILA;GARZON;41298;41;-75,627057;2,196493;Con Nodo;Región2
MAGDALENA;ARACATACA;47053;47;-74,186702;10,589791;Con Nodo;Región1
MAGDALENA;CIENAGA;47189;47;-74,241286;11,006654;Con Nodo;Región1
MAGDALENA;EL BANCO;47245;47;-73,97437;9,008503;Sin Nodo;Región1
MAGDALENA;FUNDACION;47288;47;-74,191453;10,514146;Sin Nodo;Región1
MAGDALENA;SANTA MARTA;47001;47;-74,199829;11,204679;Sin Nodo;Región1
MAGDALENA;ZONA BANANERA;47980;47;-74,140091;10,763024;Con Nodo;Región1
NARIÑO;IPIALES;52356;52;-77,646367;0,827732;Con Nodo;Región1
NORTE DE SANTANDER;TIBU;54810;54;-72,734496;8,639891;Con Nodo;Región3
NORTE DE SANTANDER;VILLA DEL ROSARIO;54874;54;-72,469758;7,847672;Sin Nodo;Región1
QUINDIO;CALARCA;63130;63;-75,646085;4,520982;Sin Nodo;Región1
QUINDIO;MONTENEGRO;63470;63;-75,749827;4,565057;Con Nodo;Región1
RISARALDA;DOSQUEBRADAS;66170;66;-75,675371;4,833131;Con Nodo;Región1
ARCHIPIELAGO DE SAN ANDRES;SAN ANDRES;88001;88;-81,707181;12,578108;Sin Nodo;Región1
SANTANDER;LEBRIJA;68406;68;-73,219524;7,113351;Con Nodo;Región1
SANTANDER;PIEDECUESTA;68547;68;-73,054795;6,997245;Sin Nodo;Región1
SANTANDER;PUERTO WILCHES;68575;68;-73,899909;7,344057;Con Nodo;Región2
SANTANDER;SABANA DE TORRES;68655;68;-73,49906;7,391919;Tx con Terceros;Región1
SANTANDER;SOCORRO;68755;68;-73,261198;6,46387;Sin Nodo;Región1
SANTANDER;BARRANCABERMEJA;68081;68;-73,849243;7,064857;Con Nodo;Región1
SANTANDER;GIRON;68307;68;-73,166832;7,070432;Sin Nodo;Región1
SUCRE;COROZAL;70215;70;-75,293048;9,318749;Sin Nodo;Región1
SUCRE;MAJAGUAL;70429;70;-74,628077;8,541163;Con Nodo;Región1
SUCRE;SAMPUES;70670;70;-75,380222;9,183193;Sin Nodo;Región1
SUCRE;SAN MARCOS;70708;70;-75,133831;8,661774;Con Nodo;Región1
SUCRE;SINCELEJO;70001;70;-75,395445;9,302322;Con Nodo;Región1
SUCRE;TOLU VIEJO;70823;70;-75,44085;9,451819;Con Nodo;Región1
TOLIMA;IBAGUE;73001;73;-75,19425;4,432248;Con Nodo;Región1
TOLIMA;MARIQUITA;73443;73;-74,889276;5,199708;Sin Nodo;Región1
TOLIMA;MELGAR;73449;73;-74,641317;4,203655;Con Nodo;Región1
TOLIMA;PURIFICACION;73585;73;-74,935555;3,857246;Sin Nodo;Región2
TOLIMA;HONDA;73349;73;-74,75699;5,211816;Sin Nodo;Región1
VALLE DEL CAUCA;BUENAVENTURA;76109;76;-77,01074;3,875708;Sin Nodo;Región1
VALLE DEL CAUCA;CALI;76001;76;-76,52133;3,413686;Sin Nodo;Región1
VALLE DEL CAUCA;CANDELARIA;76130;76;-76,346519;3,408354;Sin Nodo;Región1
VALLE DEL CAUCA;CARTAGO;76147;76;-75,924374;4,742192;Con Nodo;Región1
VALLE DEL CAUCA;EL CERRITO;76248;76;-76,311972;3,684229;Sin Nodo;Región1
VALLE DEL CAUCA;YUMBO;76892;76;-76,499893;3,540097;Con Nodo;Región1
VALLE DEL CAUCA;ZARZAL;76895;76;-76,070795;4,392658;Con Nodo;Región1
VAUPES;MITU;97001;97;-70,232641;1,253151;Sin Nodo;Región2
VICHADA;LA PRIMAVERA;99524;99;-70,410515;5,486309;Con Nodo;Por Proyecto
VICHADA;PUERTO CARREÑO;99001;99;-67,487095;6,186636;Sin Nodo;Región1
META;LEJANIAS;50400;50;-74,023514;3,525115;Con Nodo;Región2
SANTANDER;CAPITANEJO;68147;68;-72,695427;6,527394;Con Nodo;Región2
BOYACA;PANQUEBA;15522;15;-72,459424;6,443416;Con Nodo;Región3
BOYACA;SOATA;15753;15;-72,684051;6,331945;Con Nodo;Región2
CUNDINAMARCA;LA VEGA;25402;25;-74,336885;4,997768;Con Nodo;Región1
CHOCO;RIO QUITO;27600;27;-76,740684;5,483667;Con Nodo;Región2
CUNDINAMARCA;BOJACA;25099;25;-74,344594;4,737205;Con Nodo;Región1
BOYACA;SATIVANORTE;15720;15;-72,708458;6,131132;Con Nodo;Región3
BOYACA;LA UVITA;15403;15;-72,559982;6,31616;Con Nodo;Región3
BOYACA;TIPACOQUE;15810;15;-72,691729;6,419203;Con Nodo;Región2
BOYACA;JERICO;15368;15;-72,571122;6,145735;Con Nodo;Región3
BOYACA;SAN MATEO;15673;15;-72,555264;6,401683;Con Nodo;Región3
BOYACA;NOBSA;15491;15;-72,937042;5,768046;Con Nodo;Región1
META;MESETAS;50330;50;-74,044328;3,382732;Con Nodo;Región1
BOYACA;SIACHOQUE;15740;15;-73,24466;5,511811;Con Nodo;Región2
BOYACA;TOCA;15814;15;-73,184794;5,566464;Con Nodo;Región2
RISARALDA;BELEN DE UMBRIA;66088;66;-75,868334;5,200793;Con Nodo;Región2
BOYACA;CHISCAS;15180;15;-72,500957;6,553136;Con Nodo;Región3
CUNDINAMARCA;SASAIMA;25718;25;-74,432628;4,962167;Con Nodo;Región1
BOYACA;SANTA MARIA;15690;15;-73,263518;4,857193;Con Nodo;Región3
HUILA;SUAZA;41770;41;-75,79525;1,976051;Con Nodo;Región1
BOYACA;CORRALES;15215;15;-72,844795;5,828064;Con Nodo;Región3
CHOCO;NOVITA;27491;27;-76,609467;4,956063;Con Nodo;Región3
CAUCA;TIMBIQUI;19809;19;-77,667541;2,777312;Con Nodo;Por Proyecto
RISARALDA;APIA;66045;66;-75,942356;5,106526;Con Nodo;Región2
BOYACA;LA CAPILLA;15380;15;-73,444347;5,095687;Con Nodo;Región2
CUNDINAMARCA;EL COLEGIO;25245;25;-74,442261;4,577951;Con Nodo;Región1
BOYACA;GARAGOA;15299;15;-73,364413;5,083234;Con Nodo;Región2
META;PUERTO GAITAN;50568;50;-72,087649;4,314905;Con Nodo;Región2
